train,stations
train_1,"[Alphen a/d Rijn, Gouda, Den Haag HS, Delft, Den Haag Laan v NOI, Leiden Centraal, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Dordrecht]"
train_2,"[Amsterdam Sloterdijk, Zaandam, Beverwijk, Castricum, Alkmaar, Hoorn, Zaandam]"
train_3,"[Haarlem, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Hilversum, Almere Centrum, Lelystad Centrum, Almere Centrum, Amsterdam Centraal]"
train_4,"[Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen]"
train_5,"[Leiden Centraal, Schiphol Airport, Utrecht Centraal, s-Hertogenbosch, Utrecht Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport]"
train_6,"[Eindhoven, s-Hertogenbosch, Tilburg, Breda, Dordrecht, Roosendaal, Etten-Leur, Breda]"
train_7,"[Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Castricum, Alkmaar, Den Helder]"
train_8,"[Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Amersfoort, Zwolle, Assen]"
train_9,"[Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch]"
train_10,"[Venlo, Helmond, Eindhoven, Weert, Roermond, Sittard, Maastricht]"
train_11,"[Zwolle, Deventer, Almelo, Hengelo, Enschede]"
score,5536.887640449438
