train,stations
train_1,"[Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Tilburg, Eindhoven, Weert, Roermond, Sittard, Maastricht, Sittard]"
train_2,"[Dieren, Zutphen, Dieren, Zutphen, Apeldoorn, Zutphen, Deventer, Zwolle, Almelo, Hengelo, Almelo, Hengelo, Enschede]"
train_3,"[Delft, Den Haag Centraal, Gouda, Utrecht Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Almere Centrum, Lelystad Centrum, Almere Centrum]"
train_4,"[Vlissingen, Roosendaal, Etten-Leur, Breda]"
train_5,"[Almere Centrum, Amsterdam Centraal, Amsterdam Amstel, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Eindhoven]"
train_6,"[Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Hoorn]"
train_7,"[Venlo, Helmond, Eindhoven, s-Hertogenbosch, Utrecht Centraal, Alphen a/d Rijn, Utrecht Centraal, Hilversum]"
train_8,"[Hengelo, Almelo, Deventer, Apeldoorn, Amersfoort, Utrecht Centraal, Amsterdam Centraal, Almere Centrum, Hilversum, Utrecht Centraal]"
train_9,"[Den Haag HS, Delft, Den Haag HS, Delft, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Gouda, Alphen a/d Rijn, Leiden Centraal, Den Haag HS, Leiden Centraal, Alphen a/d Rijn, Leiden Centraal, Schiphol Airport]"
train_10,"[Den Helder, Alkmaar, Hoorn, Zaandam, Castricum, Beverwijk, Castricum, Alkmaar, Castricum, Alkmaar]"
train_11,"[Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen, Zwolle, Amersfoort]"
train_12,"[Rotterdam Centraal, Dordrecht, Roosendaal]"
train_13,"[Amsterdam Zuid, Amsterdam Sloterdijk, Zaandam]"
train_14,"[Den Haag Centraal, Leiden Centraal, Den Haag HS, Gouda, Den Haag Laan v NOI, Delft, Den Haag Laan v NOI, Leiden Centraal, Schiphol Airport]"
train_15,"[s-Hertogenbosch, Tilburg]"
train_16,"[Sittard, Heerlen]"
train_17,"[Amsterdam Amstel, Hilversum]"
train_18,"[Leiden Centraal, Heemstede-Aerdenhout]"
train_19,"[Steenwijk, Zwolle]"
train_20,"[Arnhem Centraal, Dieren]"
score,6096.0
