train,stations
train_1,"[Amersfoort, Utrecht Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Centraal]"
train_2,"[Hilversum, Utrecht Centraal, s-Hertogenbosch, Oss, s-Hertogenbosch, Tilburg, Breda, Etten-Leur, Roosendaal]"
train_3,"[Den Haag Centraal, Gouda, Utrecht Centraal, Schiphol Airport, Leiden Centraal, Den Haag HS]"
train_4,"[Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen]"
train_5,"[Schiedam Centrum, Rotterdam Blaak, Dordrecht, Breda, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Dordrecht]"
train_6,"[Amsterdam Zuid, Amsterdam Sloterdijk, Zaandam, Hoorn, Alkmaar, Den Helder, Alkmaar, Castricum, Beverwijk]"
train_7,"[Amsterdam Amstel, Amsterdam Centraal, Almere Centrum, Hilversum, Amsterdam Amstel, Almere Centrum, Lelystad Centrum]"
train_8,"[Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Den Haag Laan v NOI, Gouda, Alphen a/d Rijn, Gouda, Rotterdam Alexander, Gouda, Den Haag HS, Delft, Den Haag Laan v NOI]"
train_9,"[Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Utrecht Centraal, Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem, Beverwijk, Zaandam]"
train_10,"[Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal]"
train_11,"[Enschede, Hengelo, Almelo, Zwolle, Amersfoort, Apeldoorn, Deventer, Almelo]"
train_12,"[Assen, Zwolle, Deventer, Apeldoorn, Zutphen, Dieren, Arnhem Centraal]"
train_13,"[Heerlen, Sittard, Roermond, Weert, Eindhoven, Helmond, Venlo]"
score,6257.123595505618
