train,stations
train_1,"[Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Gouda, Den Haag HS, Gouda, Utrecht Centraal, s-Hertogenbosch, Eindhoven, Helmond]"
train_2,"[Dordrecht, Roosendaal, Etten-Leur, Breda]"
train_3,"[Utrecht Centraal, Hilversum, Almere Centrum, Hilversum, Amsterdam Amstel, Utrecht Centraal]"
train_4,"[Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Deventer]"
train_5,"[Den Haag Centraal, Gouda, Alphen a/d Rijn, Utrecht Centraal, Amersfoort, Apeldoorn, Amersfoort, Zwolle]"
train_6,"[Zaandam, Hoorn, Alkmaar, Castricum, Zaandam, Beverwijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam]"
train_7,"[Enschede, Hengelo, Almelo, Deventer, Zwolle, Assen, Groningen]"
train_8,"[Maastricht, Sittard, Roermond, Weert, Eindhoven, Tilburg, Breda, Dordrecht, Rotterdam Centraal]"
train_9,"[Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Delft, Schiedam Centrum, Delft, Den Haag HS]"
train_10,"[Delft, Den Haag Centraal, Leiden Centraal, Schiphol Airport, Utrecht Centraal]"
train_11,"[Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Amstel, Amsterdam Centraal, Almere Centrum, Amsterdam Amstel]"
train_12,"[Zutphen, Deventer, Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen]"
train_13,"[s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal]"
score,6071.404494382023
