train,stations
train_1,"[Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch]"
train_2,"[Beverwijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal]"
train_3,"[Rotterdam Centraal, Dordrecht, Roosendaal, Vlissingen]"
train_4,"[Lelystad Centrum, Almere Centrum, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Leiden Centraal, Den Haag Centraal, Delft, Den Haag Laan v NOI, Leiden Centraal]"
train_5,"[Apeldoorn, Deventer, Zwolle, Amersfoort, Utrecht Centraal, Hilversum, Almere Centrum]"
train_6,"[Zutphen, Dieren, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Alphen a/d Rijn, Gouda, Rotterdam Alexander]"
train_7,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle]"
train_8,"[Alkmaar, Castricum, Beverwijk, Castricum, Zaandam, Hoorn, Alkmaar, Den Helder]"
train_9,"[Enschede, Hengelo, Almelo, Deventer, Zutphen, Apeldoorn, Amersfoort, Utrecht Centraal, Amsterdam Amstel, Amsterdam Centraal, Utrecht Centraal]"
train_10,"[Delft, Den Haag HS, Gouda, Den Haag Centraal, Gouda, Alphen a/d Rijn, Utrecht Centraal, s-Hertogenbosch, Eindhoven, Helmond]"
train_11,"[Heerlen, Sittard, Maastricht, Sittard, Roermond, Weert, Eindhoven, Tilburg, Breda]"
train_12,"[Schiedam Centrum, Delft, Den Haag Laan v NOI, Gouda, Utrecht Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem]"
train_13,"[Roosendaal, Etten-Leur, Breda, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal]"
score,6105.76404494382
