train,stations
train_1,"[s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Schiphol Airport]"
train_2,"[Gouda, Rotterdam Alexander, Rotterdam Centraal, Dordrecht, Breda]"
train_3,"[Roosendaal, Etten-Leur, Breda, Tilburg, s-Hertogenbosch, Tilburg, Eindhoven, Helmond, Eindhoven, s-Hertogenbosch, Tilburg, s-Hertogenbosch, Utrecht Centraal]"
train_4,"[Delft, Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Delft, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht]"
train_5,"[Lelystad Centrum, Almere Centrum, Hilversum, Amsterdam Amstel, Utrecht Centraal, Amersfoort, Apeldoorn]"
train_6,"[Enschede, Hengelo, Almelo, Deventer, Zutphen, Dieren, Arnhem Centraal]"
train_7,"[Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal, Gouda, Utrecht Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag HS, Gouda, Alphen a/d Rijn]"
train_8,"[Haarlem, Beverwijk, Castricum, Beverwijk, Zaandam, Castricum, Alkmaar, Hoorn, Zaandam, Amsterdam Sloterdijk]"
train_9,"[Zwolle, Deventer, Apeldoorn, Zutphen, Deventer, Almelo, Zwolle, Amersfoort]"
train_10,"[Heerlen, Sittard, Maastricht, Sittard, Roermond, Weert, Eindhoven]"
train_11,"[Amsterdam Zuid, Schiphol Airport, Leiden Centraal, Den Haag Centraal, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Amstel, Almere Centrum, Amsterdam Centraal, Utrecht Centraal]"
train_12,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Assen]"
score,6460.483146067416
